"id","name","lastname","phone","street","city","buildingNumber"
"956","Beatrycze","Wierzbicki","76-259-30-21","al. Sitek 49006","Ustka","53"
"957","Erast","Cieślik","46-551-38-26","al. Jakubiak 014","Jutrosin","31"
"958","Zygmunt","Woś","62-146-50-40","al. Miśkiewicz 84477","Żyrardów","45"
"959","Polikarp","Kmiecik","43-093-99-36","ul. Jarosz 392","Poniec","27"
"960","Aleksander","Mikołajczyk","18-226-46-67","al. Wasilewski 89228","Pieńsk","44"
"961","Polikarp","Bielecki","16-264-62-37","ul. Ciesielski 075","Ulanów","7"
"962","Laurenty","Frączek","43-791-96-61","al. Chudzik 5659","Kazimierz Dolny","27"
"963","Amanda","Czajka","15-039-51-20","al. Adamczak 688","Żary","41"
"964","Zuzanna","Mróz","55-590-21-65","ul. Romanowski 409","Biała Podlaska","72"
"965","Cyrus","Wójcicki","32-193-13-14","ul. Gajewski 90309","Dobra (powiat łobeski)","10"
"966","Porfiry","Kania","89-076-85-95","ul. Piórkowski 6178","Nowe Warpno","4"
"967","Andrzej","Maliszewski","29-318-50-35","al. Komorowski 236","Biała","13"
"968","Oliwier","Mielczarek","43-473-63-72","ul. Cebula 9858","Gołdap","59"
"969","Ludwik","Stanek","52-236-75-86","ul. Grzywacz 10125","Nowy Targ","91"
"970","Makary","Rybarczyk","59-975-73-80","al. Kolasa 9130","Krośniewice","17"
"971","Rozalia","Niedźwiecki","94-582-92-50","ul. Tomaszewski 571","Chojnice","7"
"972","Łazarz","Janiak","54-981-83-27","al. Nowiński 084","Gołańcz","7"
"973","Eudoksja","Marchewka","77-517-66-68","ul. Warchoł 345","Krotoszyn","8"
"974","Alicja","Mroczkowski","14-158-39-97","ul. Kowalski 362","Głubczyce","97"
"975","Ignacy","Cichocki","81-803-04-31","al. Koza 868","Zgorzelec","65"
"976","Joachim","Szczepański","25-568-99-99","al. Madej 653","Biały Bór","89"
"977","Waleria","Pawlikowski","22-712-73-32","al. Kaleta 948","Śmigiel","42"
"978","Franciszek","Bartosik","65-123-23-67","al. Sochacki 5108","Zamość","74"
"979","Walery","Flak","91-693-92-27","ul. Wojtasik 4654","Jelenia Góra","58"
"980","Seweryn","Miśkiewicz","67-207-25-28","al. Janas 67233","Białobrzegi","13"
"981","Józef","Sołtys","61-723-55-12","al. Kwieciński 1645","Krzyż Wielkopolski","62"
"982","Kazimierz","Frątczak","13-563-09-94","ul. Gawroński 09106","Olkusz","72"
"983","Melania","Molenda","61-199-57-54","ul. Grzesiak 023","Świnoujście","99"
"984","Edmund","Chrzanowski","71-408-93-86","ul. Kowalik 85027","Kórnik","61"
"985","Alwar","Pytel","76-736-49-56","al. Gołębiewski 29380","Skaryszew","74"
"986","Leonard","Czechowski","34-455-09-24","ul. Wasilewski 33550","Przemków","14"
"987","Kamila","Czekaj","95-479-33-92","al. Kubiak 528","Zgorzelec","95"
"988","Laurenty","Łukasiewicz","83-464-27-73","ul. Gadomski 0765","Puszczykowo","82"
"989","Wincenty","Sołtysiak","65-755-37-49","ul. Urbanek 37794","Cedynia","10"
"990","Jan","Niedziela","41-539-30-44","al. Tracz 9471","Tomaszów Mazowiecki","4"
"991","Wacław","Szulc","82-393-14-43","ul. Jagodziński 258","Książ Wielkopolski","44"
"992","Anatol","Staniszewski","44-639-16-68","al. Kobus 5577","Żory","35"
"993","Laura","Twardowski","16-546-52-40","al. Wawrzyniak 129","Wałbrzych","22"
"994","Walgierz","Kalinowski","48-054-92-78","al. Jagielski 810","Góra","11"
"995","Eliza","Białkowski","56-493-02-76","al. Staszewski 36511","Lwówek","41"
"996","Lucjan","Stępniak","14-342-04-89","ul. Zakrzewski 636","Wrocław","8"
"997","Marta","Michalik","83-077-30-82","al. Stolarczyk 91187","Głubczyce","15"
"998","Rufina","Olejnik","62-614-97-99","ul. Karczewski 522","Bydgoszcz","79"
"999","Krystian","Muszyński","86-482-37-27","ul. Mikulski 475","Sokołów Podlaski","62"
"1000","Tobiasz","Biernat","16-888-90-66","al. Niemczyk 844","Szczekociny","16"
